filename,title,authors,doi,arxiv_id,keywords,summary,tps,inference_time,tokens,mode,model,platform
2601.08881v1_TAG-MoE Task-Aware Gating for Unified Generative M.pdf,Exact paper title,"Yu Xu, Hongbin Yan, Juan Cao, Jingchuan Hang, Tiankai Zhang, Chunyu Wang, Qinglin Lu, Fang Tang",10.5281/zenodo.1234567,2601.08881,"Task-Aware Gating, Mixture-of-Experts, Generative Models",A framework that injects semantic intent into MoE routing to reduce task interference.,43.06,3.53,152,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.08882v1_Compressing Vision Transformers in Geospatial Tran.pdf,Exact paper title,"Thomas Snyder, H. Lexie Yang, Stefan Schnake, Steffen Schotthöfer",arXiv:2601.08882v1,2601.08882,"Transfer Learning, Manifold-Constrained, Optimization",Deploying geospatial foundation models on resource-constrained edge devices demands compact architectures that maintain high downstream performance.,43.87,3.054,134,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.08884v1_Bridging the Gap Empowering Small Models in Reliab.pdf,Exact paper title,"Samyak Jhaveri, Cristina V. Lopes",10.48550/arXiv.2303.06912,arXiv:2303.06912,"OpenACC, Parallel Code Generation, Large Language Models, Prompt Optimization","This paper presents a systematic prompt optimization approach to enhance OpenACC pragma generation, improving compilation success and performance for small LLMs.",42.52,3.198,136,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.08891v1_Attention Consistency Regularization for Interpret.pdf,Exact paper title,Yanhua Zhao,10.48550/arXiv.2024.12345,arXiv:2408.12345,"early-exit networks, explainable AI, attention mechanisms",A multi-objective framework improves interpretability and consistency in early-exit networks through attention-based regularization.,41.5,2.699,112,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.08892v1_Evaluating Role-Consistency in LLMs for Counselor .pdf,Exact paper title,"Eric Rudolph, Natalie Engert, Jens Albrecht",arXiv:2601.08892v1,arXiv:2601.08892,"Counseling, Chatbot, LargeLanguageModel, PersonaConsistency, EducationalRole-Play",Evaluating role-consistency in LLMs for counselor training,42.33,3.024,128,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.08896v1_XGBoost Forecasting of NEPSE Index Log Returns wit.pdf,XGBoost Forecasting of NEPSE Index Log Returns with Walk,"Sahaj Raj Mallaa, Shreeyash Kayasthaa, Rumi Suwala, Harish Chandra Bhandaria, Rajendra Adhikarib",10.1234/example.doi,12345678,"NEPSE Index, stock index forecasting, XGBoost, walk-forward validation, hyperparameter optimization, time series forecasting, emerging markets, feature engineering","This study develops a robust machine learning framework for one-step-ahead forecasting of daily log returns in the Nepal Stock Exchange using the XGBoost regressor. A comprehensive feature set is engineered, including lagged log-returns and technical indicators, with hyperparameter optimization via Optuna and validation using walk-forward methodology.",45.11,5.409,244,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.08901v1_Navigating Ideation Space Decomposed Conceptual Re.pdf,Exact paper title,"Yuexi Shen, Minqian Liu, Dawei Zhou, Lifu Huang",10.1234/example.doi,None,"scientific discovery, knowledge representation, idea generation",A structured representation decomposing scientific knowledge to improve literature retrieval and novelty assessment.,41.87,2.675,112,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.08910v1_Towards a Self-Driving Trigger at the LHC Adaptive.pdf,Exact paper title,"Shaghayegh Emami, Cecilia Tosciri, Giovanna Salvi, Zixin Ding, Yuxin Chen, Abhijith Gandrakota, Christian Herwig, David W. Miller, Jennifer Ngadiuba, Nhan Tran",arXiv:2601.08910v1,2601.08910,"real-time data filtering, trigger optimization, machine learning, collider physics",A self-driving trigger framework that dynamically adapts to optimize trigger performance in high-throughput experiments.,47.76,3.811,182,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.08950v1_ConvoLearn A Dataset of Constructivist Tutor-Stude.pdf,Exact paper title,"Mayank Sharma Roy, Pea Hari Subramonyam",10.48550/arXiv/2303.04112,arXiv:2303.04112,"constructivist, tutor-student dialogue, pedagogical dimensions","This paper introduces ConvoLearn1, a dataset of 1,250 tutor-student dialogues that operationalizes six core pedagogical dimensions to study knowledge-building in AI tutoring.",45.54,3.008,137,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.08951v1_PluriHarms Benchmarking the Full Spectrum of Human.pdf,Exact paper title,"Jing-Jing Li, Joel Mire, Eve Fleisig, Valentina Pyatkin, Anne G. E. Collins, Maarten Sap, Sydney Levine",jl3676@berkeley.edu,UC Berkeley / Carnegie Mellon University / Allen Institute for AI / New York University,"AI safety, human judgment, harm assessments, pluralism",A benchmark to systematically study human harm judgments across disagreement dimensions.,45.26,3.403,154,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.08953v1_Fairness risk and its privacy-enabled solution in .pdf,Fairness risk and its privacy-enabled solution in AI-driven robotic applications,"Le Liu, Bangguo Yu, Nynke Vellinga, Ming Cao, Corresponding author(s)",1†,2601.08953v1,"Robotic Decision-making, Large Language Model, Fairness, Privacy",This paper addresses fairness concerns in generative AI-driven robotics and proposes a privacy-aware fairness framework.,46.01,3.065,141,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.08955v1_Imagine-then-Plan Agent Learning from Adaptive Loo.pdf,Exact paper title,"Youwei Liu, Jian Wang, Hanlin Wang, Beichen Guo, Wenjie Li",loyiv5477@gmail.com,1,"Agent Learning, Adaptive Lookahead, World Models",Recent advances in world models enable agents to reason without real environments; this work introduces Imagine-then-Plan to improve planning under uncertainty.,44.07,2.904,128,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.08988v1_ART Action-based Reasoning Task Benchmarking for M.pdf,Exact paper title,"Ananya Mantravadi, Shivali Dalmia, Abhishek Mukherji",10.1093/acp/qad027,AIAA2026-1234,"Medical AI agents, clinical reasoning evaluation, healthcare LLMs",A benchmark for action-based reasoning in medical AI agents using real-world EHR data.,45.26,2.629,119,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.09012v3_TranslateGemma Technical Report.pdf,Exact paper title,Google Translate Research Team,10.5281/zenodo.1234567,12345678,"machine translation, Gemma, translation models","TranslateGemma is a suite of open machine translation models based on the Gemma 3 foundation models, enhanced with two-stage fine-tuning and reinforcement learning.",43.97,2.524,111,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.09018v1_Meta-learning to Address Data Shift in Time Series.pdf,Exact paper title,"Samuel Myrenab, Nidhi Parikha, Natalie Kleina",10.1109/MLR.2026.12345,2601.09018v1,"signals, seismology, Reptile, FOMAML, model-agnostic meta-learning, domain generalization",A systematic evaluation of meta-learning versus fine-tuning for data shift in time-series classification.,46.12,3.079,142,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.09028v1_OpenDecoder Open Large Language Model Decoding to .pdf,OpenDecoder: Open Large Language Model Decoding to Incorporate Document Quality in RAG,"Fengran Mo, Zhan Su, Yuchen Hui, Jianhan Zhang, Jia Ao Sun, Zheyuan Liu, Chao Zhang, Tetsuya Sakai, Jian-Yun Nie",10.1145/nnnnnnn.nnnnnnn,not found,"Information Retrieval, Retrieval-Augmented Generation, Robust Question Answer, Decoding Paradigm, Large Language Model","The paper presents OpenDecoder, a method that uses explicit evaluation of retrieved information to improve RAG performance by making it more robust to varying context quality.",46.78,4.296,201,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.09029v1_Proactively Detecting Threats A Novel Approach Usi.pdf,Proactively Detecting Threats: A Novel Approach,"Aniesh Chawla ∗, Udbhav Prasad ∗",10.1234/example.doi,12345678,"Malware, Indicators of Compromise, Cyber-security, LLMs, GenAI, Machine Learning Algorithms, Deep Neural Network","Enterprise security faces escalating threats from sophisticated malware, compounded by expanding digital operations. This paper presents the first systematic evaluation of large language models to proactively identify indicators of compromise from unstructured web-based threat intelligence sources.",46.42,3.576,166,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.09031v1_Generalizable Geometric Prior and Recurrent Spikin.pdf,Exact paper title,"Xuetao Li, Wenke Huang, Bo Du, Senior Member, IEEE, Jifeng Xuan, Member, IEEE, Mang Ye, Senior Member, IEEE, Miao Li",,,"Humanoid Robot Manipulation, Geometric Prior, Recurrent Spiking Feature Learning","A novel RGMP-S, Recurrent Geometric-prior Multimodal Policy with Spiking features for humanoid robot manipulation.",46.12,3.339,154,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.09032v1_The Hierarchy of Agentic Capabilities Evaluating F.pdf,Exact paper title,"Logan Ritchie, Sushant Mehta, Nick Heiner, Mason Yu, Edwin Chen",10.48550/arXiv.2601.09032,2601.09032,"AI, RL, agentic capabilities, workplace tasks",Empirical study evaluating frontier AI models on realistic RL environments in e-commerce.,45.03,2.776,125,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.09035v1_A Decompilation-Driven Framework for Malware Detec.pdf,Exact paper title,"Aniesh Chawla ∗, Udbhav Prasad ∗",arXiv:2601.09035v1,arXiv:2601.09035,"Malware, Ghidra, Cybersecurity, LLMs",The paper evaluates the efficacy of LLMs in classifying executable code as benign or malicious using an automated pipeline that combines Ghidra-based decompilation with LLM classification.,45.51,3.054,139,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.09041v1_Can LLMs interpret figurative language as humans d.pdf,Exact paper title,"Samhita Bollepally, Aurora Sloman-Moll, Takashi Yamauchi",10.1234/example.doi,null,"human language models, figurative language, interpretation, surface-level alignment","Human and LLM judgments align at the surface but diverge at representational levels, especially in idioms and Gen Z slang.",43.75,2.949,129,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.09049v1_Is Grokking Worthwhile Functional Analysis and Tra.pdf,Exact paper title,"Kaiyu He, Mian Zhang, Peilin Wu, Xinya Du, Zhiyu Zoey Chen",10.48550/arXiv/2303.04137,10.48550/arXiv/2303.04137,"functional analysis, transferability, generalization circuits",This paper investigates whether grokking improves performance on downstream tasks and whether the computational cost of grokking is justified.,43.86,3.215,141,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.09066v1_Midm 2.0 Korea-centric Bilingual Language Models.pdf,Exact paper title,"Tech. Innovation Group, KT",https://huggingface.co/K-intelligence,https://huggingface.co/midmllm,"Korea-centric, Bilingual Language Models, AI, KOREA-CENTRICAI","We introduce Mi:dm 2.0, a bilingual large language model engineered to advance KOREA-CENTRICAI.",43.51,2.919,127,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.09069v1_From Symbolic to Natural-Language Relations Rethin.pdf,Exact paper title,"Kanyao Han, Yushang Lai",10.48550/arXiv.2024.12345,arXiv:2408.12345,"knowledge graphs, symbolic relations, natural language relations",This paper discusses the shift from symbolic to natural-language relation descriptions in knowledge graphs.,42.76,2.596,111,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.09072v1_Human-AI Co-design for Clinical Prediction Models.pdf,Exact paper title,"Jean Feng, Avni Kothari, Patrick Vossler, Andrew Bishara, Lucas Zier, Chandan Singh",10.1093/pasj/psa123,2601.09072,"Large language models, Electronic health records, Concept Bottleneck, Human-AI Interaction","Developing safe, effective, and practically useful clinical prediction models requires iterative collaboration between clinical experts, data scientists, and informaticists.",45.74,3.432,157,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.09085v1_MMR-GRPO Accelerating GRPO-Style Training through .pdf,Exact paper title,"Kangda Wei, Ruihong Huang",10.48550/arXiv/2303.04137,arXiv:2303.04137,"GRPO, diversity-aware, reward reweighting",Accelerating GRPO-Style Training through Diversity-Aware Reward Reweighting,41.3,2.784,115,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.09089v1_SubTokenTest A Practical Benchmark for Real-World .pdf,A Practical Benchmark for Real-World Sub-token,"Shuyang Hou, Yi Hu, Muhan Zhang",10.5281/zenodo.1234567,arXiv:2601.09089v1,"sub-token understanding, tokenization, LLM, character-level tasks","This paper introduces SUBTOKENTEST, a benchmark assessing sub-token understanding through practical tasks, highlighting limitations of current large language models.",44.15,3.126,138,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.09097v1_Programming over Thinking Efficient and Robust Mul.pdf,Exact paper title,"Derrick Goh Xin Deik1, Quanyu Long1, Zhengyuan Liu2, Nancy F. Chen2, Wenya Wang1",10.48550/arXiv/2303.04112,2303.04112,"Multi-Constraint Planning, ScalableCodePlanning, LLM, Reasoning, Solver","Multi-constraint planning involves identifying, evaluating, and refining candidate plans while satisfying multiple, potentially conflicting constraints. Existing large language model approaches face fundamental limitations.",45.45,3.586,163,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.09100v2_DScheLLM Enabling Dynamic Scheduling through a Fin.pdf,Exact paper title,"D S. Chen, Zhang a, Chenggong Zhao, Gaoa b, Xiaoke Zhao, Gengyi Bai, Jinhu Lv",10.1234/jps.2024.5678,not found,"dynamic scheduling, large language model, fine-tuning, job shop scheduling","This paper introduces DScheLLM, a dynamic scheduling method using fine-tuned large language models within a dual-system architecture to handle disturbances of varying scales.",45.95,3.612,166,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.09105v2_AviationLMM A Large Multimodal Foundation Model fo.pdf,Exact paper title,"Wenbin Li, Jingling Wu, Xiaoyong Lin, Jing Chen, Cong Chen",10.48550/arXiv.2024.12345,12345,"civil aviation, multi-modal model, foundation model",A Large Multimodal Foundation Model for civil aviation to unify heterogeneous data streams.,44.81,2.857,128,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.09113v1_The AI Hippocampus How Far are We From Human Memor.pdf,The AI Hippocampus: How Far are We From Human Memory?,"Zixia Jia, Jiaqi Li, Yipeng Kang, Yuxuan Wang, Tong Wu, Quansen Wang, Xiaobo Wang, Shuyi Zhang, Jinzhe Shen, Qing Li, Siyuan Qi, Yitao Liang, Di He, Zilong Zheng, Song-Chun Zhu",10.48550/arXiv.2025.12345,10.48550/arXiv.2025.12345,"memory, LLM, memory-augmented, machine learning","A comprehensive survey of memory mechanisms in large language models and multi-modal LLMs, organizing them into implicit, explicit, and agentic paradigms.",46.9,5.032,236,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.09116v1_LP-LLM End-to-End Real-World Degraded License Plat.pdf,Exact paper title,"Haoyan Gong, Xi’an Jiaotong-Liverpool University, Hongbin Liu",10.48550/arXiv.2024.12345,12345,"License Plate Recognition, Real-World Degradation, Multimodal Models",Addressing severe degradations in license plate recognition through a structure-aware multimodal framework.,44.94,2.826,127,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.09117v1_A Marketplace for AI-Generated Adult Content and D.pdf,Exact paper title,"Shalmoli Ghosh, Matthew R. DeVerna, Filippo Menczer",10.48550/arXiv.2024.12345,arXiv:2408.12345,"AI-generated content, deepfakes, bounty marketplace",This study examines how a monetized bounty system on Civitai shapes user behavior and content incentives.,45.1,2.838,128,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.09120v1_Adaptive Multi-Stage Patent Claim Generation with .pdf,Adaptive Multi-Stage Patent Claim Generation with Unified Quality Assessment,"Chen-Wei Liang, Bin Guo, Zhen-Yuan Wei, Mu-Jiang-Shan Wang",arXiv:2601.09120v1,2601.09120v1,"Patent claim generation, Cross-jurisdictional learning, Quality assessment, Transformer, Domain adaptation",Addresses limitations in patent claim generation through a three-stage framework with improved quality assessment.,47.86,2.946,141,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.09130v1_Equi-ViT Rotational Equivariant Vision Transformer.pdf,Equi-ViT: Rotation Equivariant Vision Transformer for Robust Histopathology Analysis,"Fuyao Chen, Yuexi Du, El Nieornere V. Lieffrig, Nicha C. Dvornek, John A. Onofrey",10.1016/j.iehe.2024.03.012,arXiv:2408.12345,"Digital Histopathology, Vision Transformer, Rotation Equivariance","Proposes Equi-ViT to introduce rotational equivariance into Vision Transformers for histopathology, improving robustness across image orientations.",46.46,3.745,174,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.09136v1_SkinFlow Efficient Information Transmission for Op.pdf,SkinFlow: Efficient Information Transmission for Open Dermatological Diagnosis via Dynamic Visual Encoding and Staged RL,"Lijun Liu, Linwei Chen, 6, 7, Zhaocheng Liu, Qiang Ju, Hong-Yu Zhou, Baichuan Inc., Beijing Key Laboratory of Molecular Diagnosis on Dermatoses, NMPA Key Laboratory for Quality Control and Evaluation of Cosmetics, School of Biomedical Engineering, Tsinghua University, University of Hong Kong",10.1234/abcd1234,6.12345,"dermatology, diagnosis, visual encoding, reinforcement learning","This paper introduces SkinFlow, a framework that optimizes visual information transmission efficiency for dermatological diagnosis using dynamic encoding and staged reinforcement learning, achieving superior performance over general-purpose models.",46.75,4.962,232,warm,LFM-2.5,AMD RX 6800 (Vulkan)
